Accession,lat,lng
Acc_8176,4.16666,-77.2
Acc_8177,10.33333,-84.66666
Acc_8178,10.929167,-85.470833
Acc_8179,11.425,-85.48333
Acc_8180,8.55,-81.133333
Acc_8181,7.75,-77.66666
Acc_8182,10.28,-84.03
Acc_8183,12.383333,-86.516667
Acc_8184,12.4,-86.51666
Acc_8185,9.25,-79
Acc_8186,12.7,-87.05
Acc_8187,9.25,-79
Acc_8188,10.33333,-84.83333
Acc_8189,8.5,-81.116667
Acc_8190,8.7,-80.46666
Acc_8191,-1.45,-77.85
Acc_8192,5.9,-74.85
Acc_8193,10.33333,-84.83333
Acc_8194,10.366667,-84.85
Acc_8195,8.5,-81.116667
Acc_8196,10.33333,-84.83333
Acc_8197,9.36666,-67.4
Acc_8198,8.75,-82.25
Acc_8199,-0.08333,-77.41666
Acc_8200,10.30027,-84.75
Acc_8201,-1.06666,-77.6
Acc_8202,11.2,-85.71666
Acc_8203,10.30027,-84.75
Acc_8204,-1.533333,-76.85
Acc_8205,11.18333,-85.71666
Acc_8206,10.30027,-84.75
Acc_8207,-1.816667,-76.7
Acc_8208,8,-77.75
Acc_8209,12.2,-85.41666
Acc_8210,1.91666,-75.71666
Acc_8211,10.34,-85.34
Acc_8212,-0.58333,-77.05
Acc_8213,9.34,-82.98
Acc_8214,-1.06666,-77.6
Acc_8215,0.41666,-77.75
Acc_8216,10.444444,-83.577778
Acc_8217,-9.300833,-75.983056
Acc_8218,-1.71666,-76.81666
Acc_8219,12.6,-85.733333
Acc_8220,-1.71666,-76.81666
Acc_8221,-1.06666,-77.6
Acc_8222,-1.56666,-77.41666
Acc_8223,8.5,-81.16666
Acc_8224,-0.298,-78.639
Acc_8225,0.25,-78.25
Acc_8226,9.333333,-78.966667
Acc_8227,13.025,-86.35
Acc_8228,8.915556,-82.151667
Acc_8229,-8.81666,-75.05
Acc_8230,11.63333,-86.18333
Acc_8231,-1.01666,-75.78333
Acc_8232,-9.081944,-75.746111
Acc_8233,9.333333,-79.75
Acc_8234,11.733333,-85.816667
Acc_8235,-8.03333,-73.91666
Acc_8236,2.39638,-76.83916
Acc_8237,-0.63333,-77.45
Acc_8238,8.75,-82.25
Acc_8239,-9.06666,-75.68333
Acc_8240,12.666667,-87.016667
Acc_8241,-3.183333,-70.316667
Acc_8242,8,-77.75
Acc_8243,-5.735555,-77.924722
Acc_8244,-7.38,-78.9
Acc_8245,-5.151111,-79.434722
Acc_8246,-7.38,-78.8
Acc_8247,-3.78333,-70.25
Acc_8248,-7.33,-78.92
Acc_8249,-6.533333,-78.183333
Acc_8250,-0.71666,-77.31666
Acc_8251,11.991667,-86.133333
Acc_8252,-3.5,-73.01666
Acc_8253,-7.38,-78.9
Acc_8254,-1.06666,-77.6
Acc_8255,12.17361,-86.51111
Acc_8256,12.16666,-86.5
Acc_8257,-0.71666,-77.31666
Acc_8258,-1.06666,-77.6
Acc_8259,-2.16666,-79.96666
Acc_8260,-2.16666,-79.96666
Acc_8261,-2.166667,-79.966667
Acc_8262,12.16666,-86.4
Acc_8263,11.923611,-86.333333
Acc_8264,-0.71666,-77.53333
Acc_8265,-1.2,-79.666667
Acc_8266,12.25,-86.333333
Acc_8267,8.8,-82.391667
Acc_8268,9.58333,-85.1
Acc_8269,-1.06666,-77.6
Acc_8270,9.783333,-84.616667
Acc_8271,-2.17,-79.97
Acc_8272,-1.06666,-77.6
Acc_8273,0.83333,-78.33333
Acc_8274,11.03333,-85.40833
Acc_8275,11.03333,-85.40833
Acc_8276,-2.166667,-79.966667
Acc_8277,9.783333,-84.616667
Acc_8278,11.03333,-85.40833
Acc_8279,-1.06666,-77.6
Acc_8280,10.775,-85.3
Acc_8281,-1.06666,-77.6
Acc_8282,11.4375,-85.5375
Acc_8283,-1.066667,-77.6
Acc_8284,-3.84138,-80.25916
Acc_8285,-0.916667,-76.183333
Acc_8286,8.783333,-82.966667
Acc_8287,13.016667,-85.766667
Acc_8288,8.69,-83.5
Acc_8289,9.4,-82.96
Acc_8290,8.69,-83.5
Acc_8291,8.692222,-83.505833
Acc_8292,8.791667,-82.966667
Acc_8293,9.38,-84.15
Acc_8294,10.32916,-84.08055
Acc_8295,10.2,-83.9
Acc_8296,12.926389,-85.966111
Acc_8297,10.3,-83.55
Acc_8298,9.34,-82.98
Acc_8299,9.63,-82.65
Acc_8300,-4.16666,-73.5
Acc_8301,10.40111,-84.05083
Acc_8302,9.95,-84.9
Acc_8303,-2.85,-76.33333
Acc_8304,10.675,-85.05
Acc_8305,-1.06666,-77.6
Acc_8306,-0.916667,-76.183333
Acc_8307,-0.63333,-77.45
Acc_8308,-0.916667,-76.183333
Acc_8309,10.666667,-84.075
Acc_8310,9.966667,-84.2
Acc_8311,8.70555,-83.525
Acc_8312,9.65,-83.01666
Acc_8313,6.183333,-74.833333
Acc_8314,9.43611,-83.05
Acc_8315,-0.08333,-77.4
Acc_8316,-0.66666,-77.11666
Acc_8317,10.233333,-85.666667
Acc_8318,-1.36666,-76.91666
Acc_8319,0.28333,-78.21666
Acc_8320,4.166667,-73.65
Acc_8321,-1.5,-77.45
Acc_8322,-1.48333,-77.36666
Acc_8323,-7.02444,-78.91638
Acc_8324,14.866667,-88
Acc_8325,3.93333,-77.125
Acc_8326,-12.83333,-69.28333
Acc_8327,4.05,-77.133333
Acc_8328,5.53333,-75.65
Acc_8329,15.716667,-87.458333
Acc_8330,4.24722,-77.325
Acc_8331,6.666667,-76.45
Acc_8332,9.333333,-78.966667
Acc_8333,15.508333,-87.45
Acc_8334,-3.931944,-73.606944
Acc_8335,10.26,-84.18
Acc_8336,10.21,-84.26
Acc_8337,8.733333,-82.233333
Acc_8338,8.66666,-82.21666
Acc_8339,9.67,-83.02
Acc_8340,8.6,-83.06
Acc_8341,-13.33333,-68.6
Acc_8342,-4.13333,-72.91666
Acc_8343,8.55,-81.13333
Acc_8344,13.23333,-86.35
Acc_8345,-3.5,-73.05
Acc_8346,4,-76
Acc_8347,11.866667,-85.966667
Acc_8348,-11.86666,-71.36666
Acc_8349,6.28333,-67.25
Acc_8350,6.08333,-77.16666
Acc_8351,15.733333,-87.45
Acc_8352,15.333333,-85.7
Acc_8353,6.5,-76.23333
Acc_8354,15.13333,-85.81666
Acc_8355,-9.16638,-75.79222
Acc_8356,15.516667,-85.7
Acc_8357,-3.5,-73.01666
Acc_8358,9.305556,-78.966944
Acc_8359,7.933333,-72.246667
Acc_8360,11.764444,-85.863889
Acc_8361,9.96666,-75.06666
Acc_8362,-8.928333,-75.378889
Acc_8363,11.95,-86.03333
Acc_8364,-9.3,-75.983333
Acc_8365,15.91666,-85.75
Acc_8366,9.305556,-78.966944
Acc_8367,7.25,-75.91666
Acc_8368,3.98333,-77.03333
Acc_8369,14.95,-86.216667
Acc_8370,8.91666,-71.68333
Acc_8371,11.91666,-86.06666
Acc_8372,14.35,-87.2
Acc_8373,8.91666,-71.68333
Acc_8374,11.933333,-86.066667
Acc_8375,3.91666,-77.2
Acc_8376,9.3,-70.1
Acc_8377,0.333333,-78.433333
Acc_8378,4.41666,-74.8
Acc_8379,15.657222,-93.044167
Acc_8380,7.58638,-72.08861
Acc_8381,7.586389,-72.088611
Acc_8382,7.23333,-71.75
Acc_8383,15.657222,-93.044167
Acc_8384,4.91666,-74.83333
Acc_8385,4.28333,-75.66666
Acc_8386,-11.86666,-71.36666
Acc_8387,17.06,-94.75
Acc_8388,18.58,-95.06
Acc_8389,6.25,-77.316667
Acc_8390,-4,-79.3
Acc_8391,-0.41666,-72.31666
Acc_8392,-9.96666,-67.8
Acc_8393,-2.2,-79.08333
Acc_8394,9.96666,-75.16666
Acc_8395,8.81666,-70.48333
Acc_8396,7.78333,-71.76666
Acc_8397,-0.71666,-77.66666
Acc_8398,8.816667,-82.21
Acc_8399,-4,-79
Acc_8400,6.66666,-76.5
Acc_8401,8.683333,-83.541667
Acc_8402,5.65,-67.633333
Acc_8403,12.23333,-85.63333
Acc_8404,0.11666,-76.65
Acc_8405,-2.8,-76.46666
Acc_8406,13.41666,-86.58333
Acc_8407,-24.58333,-64.7
Acc_8408,-7.683333,-76.666667
Acc_8409,6.58333,-76.83333
Acc_8410,3.25,-77.416667
Acc_8411,5.733333,-76.45
Acc_8412,6.58333,-76.83333
Acc_8413,11.129167,-84.779167
Acc_8414,8.689722,-80.6025
Acc_8415,5.73333,-76.71666
Acc_8416,-12.48333,-69.05
Acc_8417,9.998333,-84.718889
Acc_8418,10.94777,-85.65972
Acc_8419,8.705278,-80.608333
Acc_8420,8.705278,-80.608333
Acc_8421,10.066667,-83.966667
Acc_8422,13.71666,-85.76666
Acc_8423,-19.91666,-40.6
Acc_8424,-12.48333,-69.05
Acc_8425,-12.48333,-69.05
Acc_8426,17.48,-92.08
Acc_8427,-23.5,-45
Acc_8428,12.25,-86.3
Acc_8429,15.93,-93.6
Acc_8430,-0.08333,-77.4
Acc_8431,5.7,-62.4
Acc_8432,13.75,-86.1
Acc_8433,11.741667,-85.816667
Acc_8434,-3.25,-72.91666
Acc_8435,11.75,-85.8
Acc_8436,5.88333,-74.65
Acc_8437,-0.25,-78.66666
Acc_8438,10.38,-84.55
Acc_8439,-3.5,-73.033333
Acc_8440,11.75,-85.98333
Acc_8441,7.68333,-71.46666
Acc_8442,-4.08333,-72.8
Acc_8443,5.65,-67.63333
Acc_8444,3.93333,-77.13333
Acc_8445,11.15,-84.75
Acc_8446,11.83333,-86.01666
Acc_8447,-4.31666,-78.66666
Acc_8448,8.016667,-77.733333
Acc_8449,5.91666,-62.25
Acc_8450,-1.066667,-77.6
Acc_8451,13.11666,-86.25
Acc_8452,14.5,-83.833333
Acc_8453,-0.48333,-77.2
Acc_8454,-0.71666,-77.66666
Acc_8455,11.75,-85.83333
Acc_8456,12.75,-86.26666
Acc_8457,11.88333,-86.05
Acc_8458,-0.48333,-76.35
Acc_8459,-4.134167,-70.466944
Acc_8460,-4.25,-77.33333
Acc_8461,-1.5,-77.45
Acc_8462,11.95,-86.35
Acc_8463,11.6,-83.86666
Acc_8464,-4.366667,-77.283333
Acc_8465,21.21,-89.66
Acc_8466,12,-86.26666
Acc_8467,-1.4,-76.75
Acc_8468,11.13333,-85.78333
Acc_8469,11.53333,-83.8
Acc_8470,13.73333,-86.13333
Acc_8471,-13.86666,-68.2
Acc_8472,-12.81666,-69.66666
Acc_8473,11.816667,-85.966667
Acc_8474,-13.58333,-68.76666
Acc_8475,11.61666,-83.86666
Acc_8476,9.333333,-78.983333
Acc_8477,-2.833333,-76.916667
Acc_8478,-3.5,-73.05
Acc_8479,-4.58333,-79.53333
Acc_8480,-4.53333,-79.73333
Acc_8481,-7.75,-76.58333
Acc_8482,3.96666,-77
Acc_8483,-2.916667,-76.416667
Acc_8484,-2.833333,-76.916667
Acc_8485,16.55,-88.766667
Acc_8486,10.675,-83.658333
Acc_8487,8.5,-83.583333
Acc_8488,16.55,-88.766667
Acc_8489,20.248333,-89.646111
Acc_8490,14.683333,-84.066667
Acc_8491,-2.833333,-76.916667
Acc_8492,10.65,-83.677778
Acc_8493,-6.16666,-78.75
Acc_8494,-3.166667,-73.466667
Acc_8495,16.82,-93.14
Acc_8496,-2.833333,-76.916667
Acc_8497,14.666667,-84.116667
Acc_8498,-13,-72.51666
Acc_8499,-3.25,-75.833333
Acc_8500,-2.516667,-76.8
Acc_8501,6.33333,-77.33333
Acc_8502,-2.833333,-76.916667
Acc_8503,-1.48333,-78.05
Acc_8504,11.75,-85.8
Acc_8505,-12.783333,-72.666667
Acc_8506,-0.91666,-77.35
Acc_8507,-0.66666,-76.86666
Acc_8508,-2.533333,-76.816667
Acc_8509,-10.25,-74.91666
Acc_8510,-2.533333,-76.816667
Acc_8511,11.83333,-86.01666
Acc_8512,-11.83333,-71.41666
Acc_8513,-12.783333,-72.666667
Acc_8514,-12.86666,-71.38333
Acc_8515,11.98333,-86.51666
Acc_8516,-3.96666,-79.08333
Acc_8517,-10.2,-75.25
Acc_8518,-0.53333,-79.41666
Acc_8519,-10.33333,-75
Acc_8520,11.916667,-86.066667
Acc_8521,-3.96666,-79.13333
Acc_8522,-13,-70
Acc_8523,-9.3,-74.96666
Acc_8524,-9.666667,-75.466667
Acc_8525,-0.53333,-76.36666
Acc_8526,-0.53333,-76.38333
Acc_8527,-0.25,-76.35
Acc_8528,-12.6,-69.18333
Acc_8529,-0.48333,-77.2
Acc_8530,0.8,-78.91666
Acc_8531,-12.91666,-71.2
Acc_8532,11.9,-86.05
Acc_8533,-12.91666,-71.2
Acc_8534,12.06666,-86.23333
Acc_8535,-6.266667,-76.283333
Acc_8536,-6.25,-76.28333
Acc_8537,-6.26666,-76.28333
Acc_8538,-1.06666,-77.6
Acc_8539,-1.45,-78.1
Acc_8540,-6.266667,-76.283333
Acc_8541,-18.66666,-63.8
Acc_8542,-1.06666,-77.6
Acc_8543,8.583333,-83.666667
Acc_8544,10.666667,-83.666667
Acc_8545,-0.68333,-77.95
Acc_8546,5.88333,-75.91666
Acc_8547,-0.68333,-77.91666
Acc_8548,-0.5,-77.93333
Acc_8549,10.683333,-83.633333
Acc_8550,8.45,-83.55
Acc_8551,8.45,-83.55
Acc_8552,8.45,-83.55
Acc_8553,8.45,-83.55
Acc_8554,7.86666,-76.7
Acc_8555,12.26666,-86.33333
Acc_8556,10.66,-83.66
Acc_8557,-3.90055,-79.33
Acc_8558,15.299722,-89.703889
Acc_8559,6.7,-75.81666
Acc_8560,5.98333,-76.11666
Acc_8561,-11.2,-69.33333
Acc_8562,15.553333,-89.7175
Acc_8563,8.033333,-75.15
Acc_8564,10.683333,-83.633333
Acc_8565,14.931111,-87.785
Acc_8566,10.683333,-83.633333
Acc_8567,14.867222,-87.713333
Acc_8568,14.94,-87.365
Acc_8569,-1.41666,-78.16666
Acc_8570,1.31666,-77.2
Acc_8571,8.71,-83.53
Acc_8572,2.3,-76.26666
Acc_8573,14.945833,-87.776944
Acc_8574,-0.33333,-76.75
Acc_8575,-0.33333,-76.75
Acc_8576,8.7,-83.52
Acc_8577,14.931111,-87.785
Acc_8578,10.3,-84.83
Acc_8579,2.25,-76.2
Acc_8580,4.63333,-75.46666
Acc_8581,9,-78
Acc_8582,14.765278,-87.645833
Acc_8583,5.2,-76.61666
Acc_8584,6.3,-77.38333
Acc_8585,6.26666,-77.35
Acc_8586,8.68,-83.51
Acc_8587,5.723824,-76.609383
Acc_8588,-4,-79
Acc_8589,8.73,-83.45
Acc_8590,-1.11666,-77.6
Acc_8591,5.86666,-75.91666
Acc_8592,-0.71666,-77.66666
Acc_8593,8.716667,-79.916667
Acc_8594,8.68,-83.51
Acc_8595,10.797222,-85.305278
Acc_8596,-0.5,-77.01666
Acc_8597,5.9,-74.96666
Acc_8598,10.83,-85.25
Acc_8599,10.99,-85.42
Acc_8600,-9.08333,-75.8
Acc_8601,6.26666,-77.31666
Acc_8602,6.08333,-77.16666
Acc_8603,-9.08333,-75.8
Acc_8604,11.033333,-85.408333
Acc_8605,5.78333,-76.68333
Acc_8606,6.26666,-77.35
Acc_8607,6.08333,-77.16666
Acc_8608,-0.66666,-77.66666
Acc_8609,8.5,-77.33333
Acc_8610,5.800461,-76.6008
Acc_8611,-9.35,-75.95
Acc_8612,-0.66666,-77.66666
Acc_8613,5.727645,-76.343961
Acc_8614,9.333333,-79
Acc_8615,2.58333,-74.11666
Acc_8616,-1.06666,-77.6
Acc_8617,2.58333,-74.11666
Acc_8618,8.5,-77.33333
Acc_8619,8.16666,-81.5
Acc_8620,-0.66666,-77.11666
Acc_8621,-17.68333,-68.58333
Acc_8622,-4.3,-78.666667
Acc_8623,-16.23333,-67.78333
Acc_8624,-0.41666,-77
Acc_8625,-0.45,-77.01666
Acc_8626,-21.41666,-64.26666
Acc_8627,8.72,-83.57
Acc_8628,-0.53333,-76
Acc_8629,9.633333,-82.769444
Acc_8630,6.116667,-77.366667
Acc_8631,8.57,-83.57
Acc_8632,-5.83333,-77.91666
Acc_8633,12.191667,-85.366667
Acc_8634,6.35,-76.43333
Acc_8635,-2.533333,-76.5
Acc_8636,-0.71666,-77.6
Acc_8637,-0.68333,-77.68333
Acc_8638,6.18333,-74.85
Acc_8639,-0.71666,-77.56666
Acc_8640,8.466667,-83.583333
Acc_8641,9.61,-82.73
Acc_8642,-0.71666,-77.56666
Acc_8643,-21.41666,-64.26666
Acc_8644,-0.71666,-77.6
Acc_8645,-0.71666,-77.56666
Acc_8646,-15.583333,-67.566667
Acc_8647,-0.68333,-77.68333
Acc_8648,16.84,-92.1
Acc_8649,16.77,-93.28
Acc_8650,17.395,-91.994722
Acc_8651,13.733333,-86.083333
Acc_8652,12.46666,-85.73333
Acc_8653,1.16666,-78.4
Acc_8654,12.43333,-85.73333
Acc_8655,13.75,-86.06666
Acc_8656,11.95,-86.31666
Acc_8657,8,-77.75
Acc_8658,-16.13333,-67.76666
Acc_8659,7.9,-78.383333
Acc_8660,12.98333,-86.3
Acc_8661,-6.21666,-78.66666
Acc_8662,7.966667,-78.366667
Acc_8663,8,-77.75
Acc_8664,12.48333,-86.06666
Acc_8665,-6.266667,-78.8
Acc_8666,8,-77.75
Acc_8667,12.43333,-85.73333
Acc_8668,10.8,-85.31
Acc_8669,-3.33333,-71.81666
Acc_8670,10.8,-85.31
Acc_8671,-3.25,-75.833333
Acc_8672,-5.373056,-79.600278
Acc_8673,6.53333,-76.31666
Acc_8674,10.06666,-83.98333
Acc_8675,10.81,-84.95
Acc_8676,-6.21666,-78.66666
Acc_8677,9.64,-83.05
Acc_8678,-5.5,-79.58333
Acc_8679,9.8,-83.7
Acc_8680,4.299722,-75.85
Acc_8681,-15.66666,-67.46666
Acc_8682,9.283333,-78.95
Acc_8683,9.366667,-78.966667
Acc_8684,9.416667,-78.85
Acc_8685,15.5,-87.43333
Acc_8686,-1.48333,-77.45
Acc_8687,-16.26666,-67.78333
Acc_8688,10.85,-85.35
Acc_8689,9.79,-83.09
Acc_8690,13.16666,-86.91666
Acc_8691,-15.31666,-67.05
Acc_8692,10.02,-84.6
Acc_8693,-1,-79.78333
Acc_8694,-15.31666,-67.05
Acc_8695,-0.583333,-79.366667
Acc_8696,10.29972,-84.75083
Acc_8697,9.3,-78.975
Acc_8698,8.075,-77.233333
Acc_8699,18.38,-95.2
Acc_8700,-0.783333,-76.5
Acc_8701,-22.08333,-64.41666
Acc_8702,9.35,-78.966667
Acc_8703,9.35,-78.983333
Acc_8704,-15.15,-67.03333
Acc_8705,10.29972,-84.75083
Acc_8706,-15.15,-67.03333
Acc_8707,9.35,-78.983333
Acc_8708,-15.28333,-67.06666
Acc_8709,-10.75,-74.38333
Acc_8710,10.29888,-84.78388
Acc_8711,-3.84138,-80.25916
Acc_8712,-3.84138,-80.25916
Acc_8713,9.333333,-78.966667
Acc_8714,-15.28333,-67.06666
Acc_8715,10.25,-84.51
Acc_8716,-6.252778,-77.742778
Acc_8717,9.333333,-78.966667
Acc_8718,12.31666,-85.58333
Acc_8719,9.433333,-79.1
Acc_8720,-10.96666,-75.3
Acc_8721,9.35,-79.033333
Acc_8722,12.35,-85.55
Acc_8723,9.333333,-79.108333
Acc_8724,9.45,-79.083333
Acc_8725,-10.183333,-75.2
Acc_8726,10.308333,-84.815278
Acc_8727,10.308333,-84.815278
Acc_8728,8.075,-77.23333
Acc_8729,5.05,-77.35
Acc_8730,5.31666,-77.28333
Acc_8731,-10.516667,-76.498611
Acc_8732,-10.53333,-75.38333
Acc_8733,5.31666,-77.28333
Acc_8734,11.58333,-83.85
Acc_8735,3,-76
Acc_8736,16.38333,-89.15
Acc_8737,13.73333,-86.1
Acc_8738,9.25,-78.25
Acc_8739,12.383333,-85.65
Acc_8740,-10.6,-75.38333
Acc_8741,9.333333,-79.966667
Acc_8742,9.25,-78.25
Acc_8743,9.333333,-79.333333
Acc_8744,9.216667,-78.266667
Acc_8745,8.566667,-80.933333
Acc_8746,9.36666,-78.58333
Acc_8747,8.566667,-80.933333
Acc_8748,9.255,-78.21666
Acc_8749,9.216667,-78.266667
Acc_8750,9.216667,-78.266667
Acc_8751,10.38333,-84.83333
Acc_8752,9.18333,-78.225
Acc_8753,8.05833,-77.28333
Acc_8754,11.45,-85.483333
Acc_8755,-10.26666,-75.36666
Acc_8756,9.25,-78.25
Acc_8757,9.25,-78.25
Acc_8758,-10.2,-75.23333
Acc_8759,9.25,-78.25
Acc_8760,13.73333,-86.06666
Acc_8761,9.25,-78.25
Acc_8762,9.25,-78.25
Acc_8763,9.333333,-78.966667
Acc_8764,9.38,-83
Acc_8765,-10.75,-74.38333
Acc_8766,9.42,-82.98
Acc_8767,-1.86666,-79.05
Acc_8768,9.4,-82.96
Acc_8769,-17.71666,-64.21666
Acc_8770,9.497222,-82.986111
Acc_8771,11.58333,-83.85
Acc_8772,-6.46666,-78.63333
Acc_8773,9.333333,-78.983333
Acc_8774,16.83,-93.1
Acc_8775,-9.33333,-75.25
Acc_8776,8.05833,-77.28333
Acc_8777,-9.1775,-75.91666
Acc_8778,9.333333,-78.966667
Acc_8779,11.6,-83.85
Acc_8780,11.05,-84.46666
Acc_8781,9.333333,-78.966667
Acc_8782,8.01666,-77.73333
Acc_8783,9.47,-83.69
Acc_8784,-9.3,-75.98333
Acc_8785,-3.84138,-80.25916
Acc_8786,9.7,-83.03
Acc_8787,-3.84138,-80.25916
Acc_8788,-9.16638,-75.79222
Acc_8789,-3.84138,-80.25916
Acc_8790,8.016667,-77.733333
Acc_8791,-8.183333,-76.5
Acc_8792,9.383333,-78.85
Acc_8793,13.766667,-86.083333
Acc_8794,9.283333,-79.283333
Acc_8795,9.358333,-78.966667
Acc_8796,11.55,-83.8
Acc_8797,8.06666,-77.26666
Acc_8798,9.4,-79.1
Acc_8799,9.333333,-79.133333
Acc_8800,9.333333,-79
Acc_8801,8.583333,-81.083333
Acc_8802,13.75,-86.1
Acc_8803,12.91666,-85.85
Acc_8804,10.33333,-84.83333
Acc_8805,9.35,-78.966667
Acc_8806,9.333333,-78.966667
Acc_8807,8.916667,-78.333333
Acc_8808,10.316667,-84.716667
Acc_8809,8.583333,-81.083333
Acc_8810,9.333333,-79.133333
Acc_8811,-1.15,-78.95
Acc_8812,8.666667,-79.916667
Acc_8813,7.75,-77.683333
Acc_8814,10.33333,-84.83333
Acc_8815,7.966667,-77.666667
Acc_8816,-8.185278,-76.511667
Acc_8817,9.177222,-79.761667
Acc_8818,-1.06666,-77.61666
Acc_8819,8.53333,-81.11666
Acc_8820,10.306667,-84.738611
Acc_8821,-1.06666,-77.61666
Acc_8822,10.306667,-84.738611
Acc_8823,10.293889,-84.773333
Acc_8824,10.293889,-84.773333
Acc_8825,-1.06666,-77.61666
Acc_8826,-8.18333,-76.5
Acc_8827,8.666667,-77.466667
Acc_8828,-9.305556,-75.997778
Acc_8829,10.22,-84.6
Acc_8830,-0.98333,-77.48333
Acc_8831,8.788889,-82.975
Acc_8832,5.93333,-75.95
Acc_8833,-8.18333,-76.5
Acc_8834,-9.305556,-75.997778
Acc_8835,-4.2,-79.17
Acc_8836,9.46,-84.06
Acc_8837,0.051667,-76.6775
Acc_8838,10.33333,-84.66666
Acc_8839,-9.16638,-75.79222
Acc_8840,10.29972,-84.75083
Acc_8841,10.350278,-84.806944
Acc_8842,15.775,-85.68333
Acc_8843,10.350278,-84.806944
Acc_8844,4.028333,-76.1675
Acc_8845,9.730556,-75.265
Acc_8846,15.5,-87.45833
Acc_8847,10.350278,-84.806944
Acc_8848,15.7,-86.85
Acc_8849,10.30666,-84.73861
Acc_8850,-8.931389,-76.113056
Acc_8851,4.028333,-76.1675
Acc_8852,10.306667,-84.738611
Acc_8853,10.30666,-84.73861
Acc_8854,10.29722,-84.76916
Acc_8855,-3.841389,-80.259167
Acc_8856,10.33333,-84.83333
Acc_8857,10.29972,-84.75083
Acc_8858,15.48333,-87.45
Acc_8859,8.46,-83.58
Acc_8860,10.33333,-84.83333
Acc_8861,-1.41666,-77.33333
Acc_8862,8.61,-83.52
Acc_8863,9.5,-75.36666
Acc_8864,9.675,-83.02222
Acc_8865,-3.33333,-71.81666
Acc_8866,-0.48333,-75.53333
Acc_8867,17.85,-101.316667
Acc_8868,17.25,-100.35
Acc_8869,17.916667,-101.316667
Acc_8870,17.383333,-100.366667
Acc_8871,18.77,-103.16
Acc_8872,18.68,-103.34
Acc_8873,16.554167,-88.708889
Acc_8874,13.385278,-86.261667
Acc_8875,13.209167,-86.311389
Acc_8876,13.209167,-86.311389
Acc_8877,13.211944,-86.330556
Acc_8878,13.385278,-86.261667
Acc_8879,13.86666,-89.5
Acc_8880,9.255556,-82.504722
Acc_8881,9.257222,-82.508056
Acc_8882,12.566667,-86.8
Acc_8883,16.81916,-93.07361
Acc_8884,16.81916,-93.07361
Acc_8885,9.111389,-82.6675
Acc_8886,-3.98333,-79.15
Acc_8887,13.4,-86.45
Acc_8888,11.983333,-86.316667
Acc_8889,11.53333,-85.7
Acc_8890,20.17694,-89.6525
Acc_8891,20.606944,-89.120833
Acc_8892,-12.68083,-73.26222
Acc_8893,-13.07694,-72.81916
Acc_8894,-10.18638,-75.57638
Acc_8895,-10.104167,-75.550278
Acc_8896,-10.104167,-75.550278
Acc_8897,-12.42944,-72.48611
Acc_8898,-12.9325,-72.78416
Acc_8899,-12.64166,-72.82916
Acc_8900,-14.153611,-68.73
Acc_8901,10.43138,-84.00361
Acc_8902,10.43138,-84.00361
Acc_8903,10.43138,-84.00361
Acc_8904,5.35,-65.75
Acc_8905,8.825833,-80.669722
Acc_8906,15.317222,-91.47
Acc_8907,-13.1,-41.56666
Acc_8908,-8.51388,-71.46388
Acc_8909,14.40916,-90.60638
Acc_8910,8.645556,-79.876111
Acc_8911,15.31722,-91.47
Acc_8912,15.52972,-89.34583
Acc_8913,8.82305,-80.65888
Acc_8914,15.67277,-88.69
Acc_8915,15.53333,-89.38305
Acc_8916,15.64166,-88.81888
Acc_8917,9.110278,-79.329444
Acc_8918,14.57888,-91.59166
Acc_8919,14.18138,-91.29472
Acc_8920,-3.81666,-79.56666
Acc_8921,8.973056,-80.7575
Acc_8922,8.27305,-75.57166
Acc_8923,-14.78194,-39.06916
Acc_8924,-14.78194,-39.06916
Acc_8925,5.88333,-75.91666
Acc_8926,17.74916,-96.54805
Acc_8927,-19.305,-64.10166
Acc_8928,-20.56166,-64.07638
Acc_8929,-17.08861,-65.49333
Acc_8930,-18.71666,-63.9
Acc_8931,-16.73638,-66.16722
Acc_8932,-18.76666,-63.9
Acc_8933,-17.08611,-65.4875
Acc_8934,-17.1,-65.583333
Acc_8935,-17.09305,-65.49305
Acc_8936,-22.01138,-64.58166
Acc_8937,10.38333,-67.73333
Acc_8938,-19.8,-63.95
Acc_8939,-22.04138,-64.56444
Acc_8940,-15.15,-39.083333
Acc_8941,-1.88333,-80.61666
Acc_8942,-16.73638,-66.16722
Acc_8943,-17.13611,-65.62638
Acc_8944,-17.08861,-65.49333
Acc_8945,-17.08861,-65.49333
Acc_8946,-16.48777,-65.90416
Acc_8947,-16.48777,-65.90416
Acc_8948,-16.53666,-65.49083
Acc_8949,-16.65777,-65.7975
Acc_8950,-20.78333,-64.35
Acc_8951,-17.52833,-65.27138
Acc_8952,8.824445,-80.658056
Acc_8953,8.839444,-80.6475
Acc_8954,-17.38472,-64.52166
Acc_8955,-17.401389,-64.521667
Acc_8956,-17.3925,-64.27805
Acc_8957,-10.06666,-71.1
Acc_8958,10.966667,-85.475
Acc_8959,6.16666,-75.5
Acc_8960,3.25,-64.93333
Acc_8961,9.15,-69.883333
Acc_8962,-10.443055,-75.437778
Acc_8963,-12.44722,-72.50138
Acc_8964,-10.182778,-75.573611
Acc_8965,-10.654722,-75.1775
Acc_8966,-19.08527,-64.08388
Acc_8967,-18.99305,-64.29777
Acc_8968,12.83333,-87.5
