Accession,lat,lng
Acc_2417,-22.828108,-43.011346
Acc_2418,-22.907946,-43.267849
Acc_2419,-22.963987,-43.706751
Acc_2420,-22.833763,-43.713174
Acc_2421,-23.556526,-46.601495
Acc_2422,-22.774167,-43.383889
Acc_2423,-23.537778,-46.768387
Acc_2424,-22.901091,-45.313597
Acc_2425,-22.882908,-47.049582
Acc_2426,-20.218348,-40.248459
Acc_2427,-22.889364,-47.03314
Acc_2428,-23.630997,-46.751678
Acc_2429,-23.723004,-46.430046
Acc_2430,-20.854462,-49.351015
Acc_2431,-23.556694,-46.409685
Acc_2432,-23.646743,-46.526287
Acc_2433,-22.729722,-43.375556
Acc_2434,-23.569322,-46.655827
Acc_2435,-23.503704,-46.665519
Acc_2436,-19.891502,-43.910155
Acc_2437,-22.755278,-43.431111
Acc_2438,-22.903366,-43.073978
Acc_2439,-23.967778,-46.333056
Acc_2440,-22.918392,-43.391769
Acc_2441,-22.821556,-43.410632
Acc_2442,-22.750278,-43.411944
Acc_2443,-16.354903,-46.900821
Acc_2444,-7.83732,-37.51158
Acc_2445,-23.827135,-46.828264
Acc_2446,-19.820913,-44.020103
Acc_2447,-9.608099,-35.739733
Acc_2448,-21.754769,-48.811012
Acc_2449,-23.561421,-46.642064
Acc_2450,-19.948934,-43.974515
Acc_2451,-16.7156,-43.820209
Acc_2452,-23.558765,-46.680003
Acc_2453,-23.597489,-46.9177
Acc_2454,-3.800964,-38.61354
Acc_2455,-23.701309,-46.792129
Acc_2456,-22.912144,-48.447833
Acc_2457,-21.434257,-45.940138
Acc_2458,-22.879518,-43.075619
Acc_2459,-5.039617,-42.729012
Acc_2460,-22.989444,-43.317778
Acc_2461,-21.558333,-45.421667
Acc_2462,-22.757242,-43.461298
Acc_2463,-23.554912,-46.455092
Acc_2464,-23.527529,-46.896458
Acc_2465,-11.310532,-41.858547
Acc_2466,-22.80701,-43.413769
Acc_2467,-23.49523,-46.749619
Acc_2468,-23.535726,-46.928665
Acc_2469,-22.33382,-49.084271
Acc_2470,-22.945278,-46.545278
Acc_2471,-12.900861,-38.360162
Acc_2472,-23.501196,-46.676193
Acc_2473,-23.604444,-46.443889
Acc_2474,-22.91538,-43.245941
Acc_2475,-22.815278,-43.43
Acc_2476,-9.555986,-35.76012
Acc_2477,-19.993709,-44.026985
Acc_2478,-23.555556,-46.653333
Acc_2479,-23.632734,-46.642382
Acc_2480,-23.661865,-46.593916
Acc_2481,-23.469496,-46.637421
Acc_2482,-23.552595,-46.676215
Acc_2483,-20.153597,-40.240013
Acc_2484,-22.839844,-47.608116
Acc_2485,-22.821565,-43.410593
Acc_2486,-22.560488,-47.392425
Acc_2487,-19.912627,-43.919928
Acc_2488,-19.799984,-43.943102
Acc_2489,-20.149813,-40.256444
Acc_2490,-23.401884,-46.484917
Acc_2491,-22.932486,-43.240853
Acc_2492,-19.917443,-43.923765
Acc_2493,-23.450556,-46.592222
Acc_2494,-23.521993,-46.497589
Acc_2495,-23.55153,-46.835982
Acc_2496,-23.613579,-46.524017
Acc_2497,-19.88146,-43.898526
Acc_2498,-22.922222,-43.516389
Acc_2499,-22.886007,-43.550246
Acc_2500,-23.713939,-46.543091
Acc_2501,-22.192953,-48.776367
Acc_2502,-21.808495,-49.59556
Acc_2503,-23.542986,-46.648869
Acc_2504,-19.773614,-44.308253
Acc_2505,-23.556389,-46.656944
Acc_2506,-23.550211,-46.460661
Acc_2507,-23.554912,-46.455092
Acc_2508,-12.437713,-38.335129
Acc_2509,-22.8975,-43.355278
Acc_2510,-23.739283,-46.696829
Acc_2511,-19.934167,-43.955278
Acc_2512,-23.474913,-46.64229
Acc_2513,-23.559167,-46.572778
Acc_2514,-22.932486,-43.240853
Acc_2515,-19.626198,-43.231392
Acc_2516,-23.657984,-46.768487
Acc_2517,-18.079188,-39.542983
Acc_2518,-23.581462,-46.566122
Acc_2519,-23.491477,-46.421777
Acc_2520,-23.688111,-46.551764
Acc_2521,-22.877972,-43.580974
Acc_2522,-23.639239,-46.714105
Acc_2523,-22.501969,-43.160576
Acc_2524,-22.693077,-43.431767
Acc_2525,-23.281186,-47.250662
Acc_2526,-23.001714,-45.566062
Acc_2527,-23.565349,-46.750525
Acc_2528,-19.937239,-44.016804
Acc_2529,-22.856402,-47.039396
Acc_2530,-4.46135,-40.835665
Acc_2531,-21.785,-46.595278
Acc_2532,-3.752507,-38.470618
Acc_2533,-20.395864,-49.963623
Acc_2534,-23.604444,-46.444167
Acc_2535,-22.894135,-43.282218
Acc_2536,-23.570411,-46.659275
Acc_2537,-20.2225,-40.260556
Acc_2538,-22.868458,-43.546132
Acc_2539,-23.496033,-46.64536
Acc_2540,-22.894616,-43.287604
Acc_2541,-20.002237,-44.003448
Acc_2542,-18.90167,-48.254282
Acc_2543,-22.989444,-43.317778
Acc_2544,-21.511447,-44.904826
Acc_2545,-10.985706,-37.547001
Acc_2546,-22.836228,-43.312889
Acc_2547,-23.567301,-46.717426
Acc_2548,-14.839342,-40.881808
Acc_2549,-22.891389,-43.311944
Acc_2550,-12.948336,-38.480543
Acc_2551,-22.949,-47.311588
Acc_2552,-23.115956,-47.239585
Acc_2553,-22.900496,-43.285719
Acc_2554,-19.875203,-43.994853
Acc_2555,-22.592027,-43.417359
Acc_2556,-22.762713,-43.447958
Acc_2557,-22.873914,-48.45947
Acc_2558,-5.068833,-42.782652
Acc_2559,-23.5343,-46.660102
Acc_2560,-23.493889,-47.461944
Acc_2561,-23.515866,-47.518487
Acc_2562,-23.707464,-46.565556
Acc_2563,-22.329802,-49.053791
Acc_2564,-23.481637,-46.644695
Acc_2565,-22.775833,-43.397222
Acc_2566,-22.24298,-49.918025
Acc_2567,-21.8003,-46.586206
Acc_2568,-23.616628,-46.628072
Acc_2569,-21.877037,-51.843252
Acc_2570,-22.90162,-43.292258
Acc_2571,-19.932612,-43.957356
Acc_2572,-23.501196,-46.676193
Acc_2573,-23.493889,-47.461944
Acc_2574,-22.876944,-43.3
Acc_2575,-21.662915,-43.427627
Acc_2576,-20.630171,-43.949985
Acc_2577,-23.028145,-43.469114
Acc_2578,-23.014643,-47.522213
Acc_2579,-23.521111,-46.201111
Acc_2580,-22.316853,-49.057858
Acc_2581,-22.710594,-42.609808
Acc_2582,-9.591832,-35.763543
Acc_2583,-22.893078,-43.297206
Acc_2584,-23.570664,-46.745572
Acc_2585,-23.527881,-46.683618
Acc_2586,-23.527881,-46.683618
Acc_2587,-22.808889,-43.382778
Acc_2588,-23.429659,-47.510864
Acc_2589,-23.657212,-46.678273
Acc_2590,-22.955547,-46.971665
Acc_2591,-23.582335,-46.556424
Acc_2592,-21.854832,-42.020187
Acc_2593,-23.174382,-46.898745
Acc_2594,-23.548988,-46.611483
Acc_2595,-19.756932,-47.951633
Acc_2596,-22.933822,-43.361337
Acc_2597,-23.529086,-46.633551
Acc_2598,-23.549203,-46.578278
Acc_2599,-23.597489,-46.9177
Acc_2600,-19.954465,-43.938515
Acc_2601,-22.88039,-43.261726
Acc_2602,-23.66685,-46.648611
Acc_2603,-23.5725,-46.442222
Acc_2604,-2.906389,-41.786944
Acc_2605,-19.993682,-44.02701
Acc_2606,-21.155366,-48.984275
Acc_2607,-22.934382,-43.565706
Acc_2608,-22.983031,-46.769377
Acc_2609,-23.537559,-46.738074
Acc_2610,-23.500957,-46.715759
Acc_2611,-19.916519,-40.105201
Acc_2612,-23.520135,-46.840028
Acc_2613,-23.558065,-46.495035
Acc_2614,-22.760685,-43.448265
Acc_2615,-12.693418,-38.320378
Acc_2616,-12.936165,-38.428442
Acc_2617,-22.721567,-42.93304
Acc_2618,-21.14408,-44.262418
Acc_2619,-22.886328,-43.286142
Acc_2620,-23.557739,-46.929437
Acc_2621,-22.419306,-49.409361
Acc_2622,-23.515866,-47.518487
Acc_2623,-22.837037,-43.341483
Acc_2624,-19.626747,-44.202067
Acc_2625,-22.739319,-43.327481
Acc_2626,-21.164856,-47.838406
Acc_2627,-22.187915,-41.655118
Acc_2628,-20.087647,-43.7916
Acc_2629,-19.754203,-47.8868
Acc_2630,-22.8317,-43.281496
Acc_2631,-5.155278,-42.758056
Acc_2632,-23.54701,-46.54659
Acc_2633,-7.745505,-35.225668
Acc_2634,-5.77108,-35.267815
Acc_2635,-12.248771,-38.95239
Acc_2636,-22.760862,-43.450329
Acc_2637,-21.663068,-43.427671
Acc_2638,-22.737101,-42.798648
Acc_2639,-20.244722,-40.268611
Acc_2640,-19.903209,-43.953426
Acc_2641,-22.96691,-47.162362
Acc_2642,-8.096388,-34.943664
Acc_2643,-6.462324,-37.098983
Acc_2644,-22.187904,-41.655021
Acc_2645,-19.947885,-44.047131
Acc_2646,-22.855244,-43.252753
Acc_2647,-22.972663,-45.551624
Acc_2648,-22.829551,-43.401086
Acc_2649,-20.00512,-43.856513
Acc_2650,-8.047364,-34.957146
Acc_2651,-23.440517,-46.399839
Acc_2652,-22.828333,-43.315833
Acc_2653,-5.937812,-35.279653
Acc_2654,-23.525592,-46.179799
Acc_2655,-23.537773,-46.73789
Acc_2656,-20.135265,-40.194515
Acc_2657,-23.626084,-46.664134
Acc_2658,-22.334,-49.05019
Acc_2659,-23.213497,-45.912403
Acc_2660,-23.698118,-46.581646
Acc_2661,-4.575887,-38.36013
Acc_2662,-22.60102,-47.406703
Acc_2663,-22.903194,-43.245913
Acc_2664,-23.052187,-45.566033
Acc_2665,-21.629193,-41.027492
Acc_2666,-22.935,-47.093611
Acc_2667,-22.791692,-43.033707
Acc_2668,-21.837286,-41.260895
Acc_2669,-22.909258,-43.280016
Acc_2670,-22.918513,-43.391976
Acc_2671,-23.96619,-46.312031
Acc_2672,-23.528219,-46.478173
Acc_2673,-23.484684,-46.736203
Acc_2674,-23.570748,-46.745496
Acc_2675,-10.912677,-37.671324
Acc_2676,-23.623817,-46.473378
Acc_2677,-23.597489,-46.9177
Acc_2678,-19.845609,-43.984593
Acc_2679,-19.618736,-43.210921
Acc_2680,-22.316856,-49.057794
Acc_2681,-23.829273,-46.856147
Acc_2682,-23.707428,-46.565558
Acc_2683,-23.41939,-47.422401
Acc_2684,-22.82953,-43.401323
Acc_2685,-22.955548,-46.971662
Acc_2686,-22.676667,-43.451389
Acc_2687,-22.485199,-44.074304
Acc_2688,-22.743784,-43.48481
Acc_2689,-23.199813,-46.88231
Acc_2690,-19.913444,-43.931079
Acc_2691,-22.983611,-47.124167
Acc_2692,-22.850897,-43.39779
Acc_2693,-21.260526,-48.490402
Acc_2694,-23.51551,-46.758552
Acc_2695,-23.734844,-46.67784
Acc_2696,-23.553179,-46.550342
Acc_2697,-22.881823,-43.352993
Acc_2698,-23.004555,-43.484866
Acc_2699,-19.82613,-43.950495
Acc_2700,-12.980556,-38.451667
Acc_2701,-22.61232,-47.421464
Acc_2702,-23.53187,-47.498462
Acc_2703,-23.577389,-46.709366
Acc_2704,-23.630833,-46.551111
Acc_2705,-22.831297,-42.998741
Acc_2706,-5.077912,-42.807395
Acc_2707,-19.00885,-50.543802
Acc_2708,-23.202464,-46.885188
Acc_2709,-22.843479,-43.267603
Acc_2710,-23.561826,-46.553893
Acc_2711,-21.811151,-46.546682
Acc_2712,-22.885833,-43.285278
Acc_2713,-23.578867,-46.743128
Acc_2714,-22.419306,-49.409361
Acc_2715,-23.239867,-45.912199
Acc_2716,-20.218239,-40.248398
Acc_2717,-23.573105,-48.040372
Acc_2718,-21.141051,-44.282966
Acc_2719,-23.575822,-46.625963
Acc_2720,-23.655727,-46.694987
Acc_2721,-19.954743,-43.994335
Acc_2722,-22.815278,-43.43
Acc_2723,-23.688205,-46.572616
Acc_2724,-23.488983,-46.5705
Acc_2725,-19.926588,-43.941256
Acc_2726,-22.535479,-44.118792
Acc_2727,-21.754021,-41.336292
Acc_2728,-23.557762,-46.929458
Acc_2729,-20.503458,-51.025387
Acc_2730,-23.527881,-46.683618
Acc_2731,-22.930253,-43.243579
Acc_2732,-5.076029,-42.755831
Acc_2733,-23.199051,-49.377391
Acc_2734,-22.040604,-41.05138
Acc_2735,-18.965937,-48.226934
Acc_2736,-22.978792,-43.472037
Acc_2737,-8.03737,-34.913788
Acc_2738,-23.530538,-46.733559
Acc_2739,-23.185606,-45.710709
Acc_2740,-23.599722,-46.557222
Acc_2741,-22.833245,-43.084613
Acc_2742,-8.034112,-34.919233
Acc_2743,-23.447262,-46.543724
Acc_2744,-22.94344,-43.331872
Acc_2745,-22.887758,-48.432114
Acc_2746,-3.741009,-38.510303
Acc_2747,-12.164476,-44.995662
Acc_2748,-3.736187,-38.591737
Acc_2749,-22.129086,-51.384477
Acc_2750,-5.008333,-42.969444
Acc_2751,-23.629039,-46.64875
Acc_2752,-22.253883,-45.69517
Acc_2753,-23.495288,-47.487311
Acc_2754,-17.23287,-46.862831
Acc_2755,-23.605058,-46.749362
Acc_2756,-22.996294,-49.856755
Acc_2757,-22.855244,-43.252753
Acc_2758,-23.140447,-46.556317
Acc_2759,-22.728611,-47.301389
Acc_2760,-12.937184,-38.493367
Acc_2761,-19.890799,-43.892475
Acc_2762,-23.732222,-46.585
Acc_2763,-23.579462,-46.643367
Acc_2764,-23.657391,-46.690416
Acc_2765,-22.728611,-47.301389
Acc_2766,-17.028324,-39.527348
Acc_2767,-23.591606,-46.553171
Acc_2768,-9.591847,-35.763599
Acc_2769,-22.889266,-48.446585
Acc_2770,-17.232824,-46.862819
Acc_2771,-22.520415,-41.951393
Acc_2772,-23.677425,-46.712419
Acc_2773,-21.434497,-45.940214
Acc_2774,-21.240846,-45.007852
Acc_2775,-19.891315,-43.910163
Acc_2776,-19.922863,-44.006683
Acc_2777,-3.800964,-38.61354
Acc_2778,-22.839134,-43.075289
Acc_2779,-22.863336,-43.460968
Acc_2780,-21.190383,-47.782887
Acc_2781,-23.673906,-46.618568
Acc_2782,-23.527881,-46.683618
Acc_2783,-19.811667,-44.018333
Acc_2784,-22.87937,-43.075417
Acc_2785,-20.153467,-40.239998
Acc_2786,-22.8975,-47.0525
Acc_2787,-4.36046,-39.31827
Acc_2788,-23.15554,-47.053259
Acc_2789,-19.776577,-43.988339
Acc_2790,-23.638907,-46.699786
Acc_2791,-23.450317,-47.475811
Acc_2792,-22.889112,-43.330007
Acc_2793,-23.524347,-46.307519
Acc_2794,-21.369722,-45.527778
Acc_2795,-12.435477,-38.96385
Acc_2796,-22.88653,-43.45196
Acc_2797,-22.877587,-43.412064
Acc_2798,-23.449683,-46.733453
Acc_2799,-7.837242,-37.511724
Acc_2800,-22.128889,-51.384444
Acc_2801,-22.755278,-43.431111
Acc_2802,-22.778938,-43.312801
Acc_2803,-19.861277,-43.950121
Acc_2804,-20.944487,-43.81215
Acc_2805,-23.707464,-46.565556
Acc_2806,-20.503458,-51.025387
Acc_2807,-20.043611,-47.751389
Acc_2808,-23.642853,-46.640346
Acc_2809,-22.922278,-43.258044
Acc_2810,-19.930172,-43.924875
Acc_2811,-22.19833,-49.955131
Acc_2812,-14.877515,-40.82493
Acc_2813,-21.558333,-45.421667
Acc_2814,-23.587778,-46.7325
Acc_2815,-21.026589,-47.79514
Acc_2816,-9.562335,-35.745541
Acc_2817,-19.833775,-43.956806
Acc_2818,-22.119544,-51.416393
Acc_2819,-20.134169,-40.253154
Acc_2820,-7.892455,-35.031763
Acc_2821,-22.900833,-43.285278
Acc_2822,-21.465712,-49.230104
Acc_2823,-7.979525,-34.916734
Acc_2824,-19.807256,-43.887464
Acc_2825,-23.514167,-47.487778
Acc_2826,-23.488788,-46.57062
Acc_2827,-23.537357,-46.533546
Acc_2828,-19.976165,-44.065278
Acc_2829,-23.558472,-46.526908
Acc_2830,-23.641452,-46.7524
Acc_2831,-19.820433,-43.987643
Acc_2832,-23.500013,-46.789801
Acc_2833,-22.830352,-47.186932
Acc_2834,-9.64536,-35.715037
Acc_2835,-19.882383,-43.907741
Acc_2836,-23.010392,-43.323506
Acc_2837,-23.533598,-46.460376
Acc_2838,-18.915472,-48.318825
Acc_2839,-8.020556,-34.9025
Acc_2840,-19.954426,-43.93137
Acc_2841,-22.867441,-43.454737
Acc_2842,-22.77827,-43.363096
Acc_2843,-5.118333,-42.831389
Acc_2844,-9.555932,-35.760079
Acc_2845,-12.925913,-38.416186
Acc_2846,-23.556539,-46.409607
Acc_2847,-23.501337,-46.518516
Acc_2848,-23.494722,-46.628889
Acc_2849,-23.558604,-46.679891
Acc_2850,-18.835865,-41.916122
Acc_2851,-23.483889,-46.416389
Acc_2852,-19.930527,-43.955365
Acc_2853,-23.594816,-46.676868
Acc_2854,-22.990081,-43.251964
Acc_2855,-23.494722,-46.628889
Acc_2856,-22.922222,-43.516389
Acc_2857,-12.967441,-38.491867
Acc_2858,-4.461519,-40.835623
Acc_2859,-19.946506,-44.030089
Acc_2860,-22.99,-43.320076
Acc_2861,-23.571352,-46.609869
Acc_2862,-23.453012,-46.556342
Acc_2863,-2.486606,-44.207914
Acc_2864,-16.7156,-43.820209
Acc_2865,-22.708629,-42.642948
Acc_2866,-16.7156,-43.820209
Acc_2867,-22.951776,-43.336294
Acc_2868,-23.536628,-47.036202
Acc_2869,-23.488788,-46.57062
Acc_2870,-22.887758,-48.432114
Acc_2871,-21.426476,-45.950435
Acc_2872,-23.5761,-46.438912
Acc_2873,-23.194849,-46.902159
Acc_2874,-19.807256,-43.887464
Acc_2875,-22.868468,-43.546116
Acc_2876,-23.641435,-46.500141
Acc_2877,-23.481491,-46.568546
Acc_2878,-7.864148,-35.441058
Acc_2879,-23.556111,-46.633056
Acc_2880,-2.504273,-44.268409
Acc_2881,-23.573532,-46.739117
Acc_2882,-23.554805,-46.454928
Acc_2883,-3.704581,-38.580804
Acc_2884,-20.392258,-43.493214
Acc_2885,-23.496912,-46.18019
Acc_2886,-22.51808,-44.093197
Acc_2887,-22.866753,-43.800081
Acc_2888,-5.844626,-35.210561
Acc_2889,-22.771742,-43.421297
Acc_2890,-20.218348,-40.248459
Acc_2891,-19.934501,-43.920897
Acc_2892,-22.729722,-43.375556
Acc_2893,-23.143611,-44.168611
Acc_2894,-23.559151,-46.519887
Acc_2895,-23.423314,-46.345928
Acc_2896,-22.823333,-42.083056
Acc_2897,-23.613579,-46.524017
Acc_2898,-22.517961,-44.093392
Acc_2899,-22.494761,-41.923641
Acc_2900,-22.822689,-43.008553
Acc_2901,-23.533994,-46.650591
Acc_2902,-23.632223,-46.642439
Acc_2903,-22.709722,-43.565
Acc_2904,-22.831297,-42.998741
Acc_2905,-23.533241,-46.533285
Acc_2906,-23.50022,-46.655943
Acc_2907,-12.359039,-38.816812
Acc_2908,-22.749741,-43.302113
Acc_2909,-12.899488,-38.482283
Acc_2910,-22.729722,-43.375556
Acc_2911,-19.779203,-43.877249
Acc_2912,-21.959693,-46.766353
Acc_2913,-23.49113,-46.690843
Acc_2914,-20.236592,-40.283055
Acc_2915,-5.109488,-42.761634
Acc_2916,-22.922222,-43.516389
Acc_2917,-8.662222,-35.570556
Acc_2918,-22.821767,-43.312457
Acc_2919,-3.877439,-38.469936
Acc_2920,-19.899972,-43.94356
Acc_2921,-23.634418,-46.637916
Acc_2922,-23.541243,-47.427845
Acc_2923,-23.558604,-46.679891
Acc_2924,-20.395864,-49.963623
Acc_2925,-23.501249,-46.518339
Acc_2926,-23.9675,-46.333056
Acc_2927,-22.494916,-41.923743
Acc_2928,-23.374371,-46.622803
Acc_2929,-23.621353,-46.632819
Acc_2930,-23.688103,-47.389561
Acc_2931,-22.961648,-47.14605
Acc_2932,-21.877018,-51.843227
Acc_2933,-21.411298,-45.95719
Acc_2934,-23.550322,-46.586783
Acc_2935,-23.526399,-46.418004
Acc_2936,-23.538473,-46.836536
Acc_2937,-19.820424,-43.987648
Acc_2938,-23.535608,-46.808993
Acc_2939,-22.866408,-43.758666
Acc_2940,-3.772568,-38.503059
Acc_2941,-20.739444,-48.920556
Acc_2942,-23.657984,-46.768487
Acc_2943,-22.717353,-43.567883
Acc_2944,-4.461487,-40.835747
Acc_2945,-22.291188,-49.078819
Acc_2946,-22.91209,-48.447904
Acc_2947,-16.356124,-46.892576
Acc_2948,-12.969307,-38.46665
Acc_2949,-23.501329,-46.518487
Acc_2950,-22.987889,-46.832373
Acc_2951,-23.785589,-46.537918
Acc_2952,-21.787216,-43.340915
Acc_2953,-23.519877,-47.475524
Acc_2954,-5.109488,-42.761634
Acc_2955,-21.890046,-45.588671
Acc_2956,-23.512221,-46.569311
Acc_2957,-22.870229,-43.35406
Acc_2958,-19.968337,-43.98049
Acc_2959,-21.780038,-46.562693
Acc_2960,-23.493889,-47.461944
Acc_2961,-23.484098,-46.704053
Acc_2962,-23.605833,-46.649167
Acc_2963,-23.639255,-46.714101
Acc_2964,-23.542417,-46.672823
Acc_2965,-22.566815,-48.969766
Acc_2966,-23.322807,-46.721527
Acc_2967,-23.529087,-46.633498
Acc_2968,-23.493889,-47.461944
Acc_2969,-23.548769,-47.474038
Acc_2970,3.547222,-76.2975
Acc_2971,16.570439,-92.869993
Acc_2972,10.492718,-84.753424
Acc_2973,10.713733,-85.040869
Acc_2974,19.742673,-88.693497
Acc_2975,15.723932,-87.45299
Acc_2976,8.626908,-80.137925
Acc_2977,21.335259,-157.803787
Acc_2978,16.160637,-88.931912
Acc_2979,18.581636,-95.071372
Acc_2980,20.367777,-89.767769
Acc_2981,-9.075278,-75.835556
Acc_2982,5.921333,-74.836111
Acc_2983,6.583333,-75.843889
Acc_2984,6.231111,-75.524106
Acc_2985,6.83666,-76.02684
Acc_2986,8.409167,-77.141667
Acc_2987,4.732022,-75.585181
Acc_2988,6.216747,-75.733344
Acc_2989,6.083103,-75.335586
Acc_2990,8.409167,-77.141667
Acc_2991,6.316156,-76.133275
Acc_2992,10.21789,-84.59628
Acc_2993,9.211408,-83.768653
Acc_2994,16.725608,-93.100499
Acc_2995,6.132302,-75.66885
Acc_2996,17.064202,-94.655056
Acc_2997,-37.075556,174.944167
Acc_2998,-9.488889,-75.901389
Acc_2999,-8.678056,-76.089444
Acc_3000,10.611583,-85.688418
Acc_3001,-1.4625,-78.002778
Acc_3002,1.347445,103.762348
Acc_3003,8.672464,-80.46845
Acc_3004,16.194802,-92.190299
Acc_3005,16.966667,-91.783333
Acc_3006,-9.3,-74.966667
Acc_3007,-6.266667,-76.283333
Acc_3008,-9.3,-74.966667
Acc_3009,8.633333,-80.583333
Acc_3010,8.633333,-80.583333
Acc_3011,8.618975,-71.062229
Acc_3012,15.777653,-96.193788
Acc_3013,3.827834,-73.690164
Acc_3014,-26.402496,-49.345257
Acc_3015,-26.402496,-49.345257
Acc_3016,-15.706898,128.699025
Acc_3017,8.407639,-83.33666
Acc_3018,8.660154,-83.189423
Acc_3019,9.883113,-84.70272
Acc_3020,15.755177,-96.151805
Acc_3021,15.755177,-96.151805
Acc_3022,9.848086,-85.403086
Acc_3023,10.202553,-84.484469
Acc_3024,10.685291,-85.029017
Acc_3025,15.754803,-96.150415
Acc_3026,9.951045,-85.673862
Acc_3027,8.763342,-83.411465
Acc_3028,10.941342,-85.318787
Acc_3029,9.597778,-84.615658
Acc_3030,18.004377,-96.265913
Acc_3031,15.737496,-96.205261
Acc_3032,15.774875,-96.201223
Acc_3033,10.422,-84.7343
Acc_3034,10.862583,-85.610655
Acc_3035,10.364919,-84.793438
Acc_3036,1.665083,-75.603556
Acc_3037,1.643611,-75.691
Acc_3038,1.629444,-75.590556
Acc_3039,1.499944,-75.656278
Acc_3040,0.843806,-75.25725
Acc_3041,1.499111,-75.653944
Acc_3042,2.248056,-74.809056
Acc_3043,1.424167,-75.516111
Acc_3044,0.843806,-75.25725
Acc_3045,4.056056,-73.383667
Acc_3046,1.499917,-75.656389
Acc_3047,5.60175,-70.272472
Acc_3048,1.722389,-75.292194
Acc_3049,1.653694,-75.603556
Acc_3050,1.623303,-75.672197
Acc_3051,1.651944,-75.651111
Acc_3052,1.44175,-75.714444
Acc_3053,10.772848,-85.342555
Acc_3054,-15.707052,128.698818
Acc_3055,-5.67,150.5
Acc_3056,-15.707052,128.698818
Acc_3057,-12.4907,131.0497
Acc_3058,-13.816667,-39.183333
Acc_3059,-26.28,-48.961944
Acc_3060,-26.220833,-49.053611
Acc_3061,-23.721556,-45.725694
Acc_3062,15.778669,-96.213264
Acc_3063,-4.116401,-70.002855
Acc_3064,18.419644,-88.791096
Acc_3065,1.986611,-74.074083
Acc_3066,8.477919,-83.590052
Acc_3067,3.599355,-53.209383
Acc_3068,10.713687,-85.040786
Acc_3069,15.778039,-96.127242
Acc_3070,9.493387,-75.436779
Acc_3071,9.514082,-75.438008
Acc_3072,9.51391,-75.437998
Acc_3073,16.75,-91.13333
Acc_3074,18.16331,-96.85344
Acc_3075,16.43683,-95.96503
Acc_3076,18.18433,-96.84706
Acc_3077,16.4295,-95.96664
Acc_3078,16.75,-91.13333
Acc_3079,-24.608333,-47.883333
Acc_3080,-24.962222,-48.414722
Acc_3081,-24.608333,-47.883333
Acc_3082,-24.622778,-47.8875
Acc_3083,-24.608333,-47.883333
Acc_3084,11.458581,-85.533118
Acc_3085,11.989446,-86.32307
Acc_3086,11.980297,-86.348856
Acc_3087,11.985167,-86.34716
Acc_3088,4.671597,-75.725031
Acc_3089,4.671597,-75.725031
Acc_3090,5.354632,-67.859781
Acc_3091,4.724363,-74.46042
Acc_3092,4.671806,-75.725
Acc_3093,4.671806,-75.725
Acc_3094,-4.182394,-69.942481
Acc_3095,4.748011,-75.614505
Acc_3096,4.578514,-75.67301
Acc_3097,4.588756,-75.671722
Acc_3098,4.590121,-75.670012
Acc_3099,4.596208,-75.664106
Acc_3100,5.640556,-74.768301
Acc_3101,-4.182394,-69.942481
Acc_3102,4.84847,-73.27216
Acc_3103,4.577783,-75.670957
Acc_3104,4.590121,-75.670012
Acc_3105,-23.4,-45.083333
Acc_3106,18.56889,-95.06722
Acc_3107,16.11278,-92.22
Acc_3108,17.2875,-94.5125
Acc_3109,16.38333,-97.75
Acc_3110,19.99167,-90.13083
Acc_3111,19.31722,-96.46889
Acc_3112,17.44944,-91.96833
Acc_3113,15.18722,-92.42444
Acc_3114,20.25,-89.66667
Acc_3115,19.25389,-96.57889
Acc_3116,16.68333,-94.14167
Acc_3117,18.22722,-88.54667
Acc_3118,16.79306,-93.09111
Acc_3119,20.57,-89.71
Acc_3120,17.41583,-91.87083
Acc_3121,16.74972,-93.86861
Acc_3122,16.79306,-93.09111
Acc_3123,17.79,-94.1
Acc_3124,19.23,-96.61
Acc_3125,15.87833,-95.97806
Acc_3126,15.38,-92.63
Acc_3127,17.48333,-92.05
Acc_3128,17.16667,-92.15
Acc_3129,21.21667,-89.81667
Acc_3130,17.23194,-92.07222
Acc_3131,16.7,-94.18333
Acc_3132,15.41528,-92.6125
Acc_3133,19.74167,-89.85278
Acc_3134,16.93333,-94.65833
Acc_3135,19.5875,-96.69667
Acc_3136,18.05,-96.65
Acc_3137,19.43417,-103.70139
Acc_3138,-1.482222,-77.994444
Acc_3139,0.154444,-76.153889
Acc_3140,-4.780556,-79.209167
Acc_3141,7.134889,-72.471944
Acc_3142,7.386944,-72.649167
Acc_3143,7.134889,-72.471944
Acc_3144,8.660154,-83.189423
Acc_3145,12.02001,-86.236937
Acc_3146,11.16055,-85.804139
Acc_3147,9.623775,-84.643594
Acc_3148,-23.616944,-46.607222
Acc_3149,-22.882641,-43.049537
Acc_3150,-23.620845,-46.635907
Acc_3151,-19.302607,-48.919397
Acc_3152,-17.234697,-46.888771
Acc_3153,-23.612059,-46.66211
Acc_3154,-23.6225,-46.500278
Acc_3155,-22.892823,-43.273482
Acc_3156,-9.741473,-36.653117
Acc_3157,-23.455098,-47.492266
Acc_3158,-19.842013,-43.988366
Acc_3159,-19.9775,-44.015944
Acc_3160,-23.141417,-44.169159
Acc_3161,-23.668265,-46.452691
Acc_3162,-23.670387,-46.558518
